FUN_00102b10, FUN_0014a3f0
tjInitTransform, __tls_get_addr_thunk
tjInitTransform, FUN_0014e2d0
tjTransform, calloc_thunk
tjTransform, FUN_00166fe0
tjTransform, FUN_00166e30
tjTransform, FUN_00102d50
tjTransform, tjBufSize_thunk
tjTransform, FUN_0014eb60
tjTransform, FUN_0014e860
tjTransform, FUN_0011ffa0
tjTransform, thunk_FUN_0011f490_thunk
tjTransform, __stack_chk_fail_thunk
tjTransform, FUN_00167270
tjTransform, FUN_00166290
tjTransform, FUN_00125410
tjTransform, FUN_00125330
tjTransform, __tls_get_addr_thunk
tjTransform, FUN_00159be0
tjTransform, FUN_00166c90
tjTransform, thunk_FUN_0011f490_thunk
tjTransform, FUN_0015a610
tjTransform, __snprintf_chk_thunk
tjTransform, FUN_0013dd20
tjTransform, free_thunk
tjTransform, FUN_0011f0b0
tjTransform, putenv_thunk
tjTransform, _setjmp_thunk
tjTransform, FUN_001249b0
tjTransform, FUN_00124be0
tjLoadImage, FUN_00168a70
tjLoadImage, fclose_thunk
tjLoadImage, memcpy_thunk
tjLoadImage, fopen_thunk
tjLoadImage, ungetc_thunk
tjLoadImage, __tls_get_addr_thunk
tjLoadImage, tjDestroy_thunk
tjLoadImage, strerror_thunk
tjLoadImage, __errno_location_thunk
tjLoadImage, __snprintf_chk_thunk
tjLoadImage, tjInitCompress_thunk
tjLoadImage, free_thunk
tjLoadImage, FUN_0016ab60
tjLoadImage, _setjmp_thunk
tjLoadImage, _IO_getc_thunk
tjLoadImage, malloc_thunk
tjSaveImage, fclose_thunk
tjSaveImage, memcpy_thunk
tjSaveImage, fopen_thunk
tjSaveImage, __tls_get_addr_thunk
tjSaveImage, tjDestroy_thunk
tjSaveImage, strerror_thunk
tjSaveImage, FUN_0016b740
tjSaveImage, __errno_location_thunk
tjSaveImage, __snprintf_chk_thunk
tjSaveImage, tjInitDecompress_thunk
tjSaveImage, strrchr_thunk
tjSaveImage, FUN_0016bd50
tjSaveImage, _setjmp_thunk
tjSaveImage, strcasecmp_thunk
FUN_00159920, __ctype_b_loc_thunk
FUN_00159be0, FUN_0011f6f0
FUN_00166290, FUN_00166220
FUN_00166290, FUN_001489d0
FUN_00166c90, FUN_00136b30
FUN_00166e30, FUN_00102e90
FUN_00166f40, free_thunk
FUN_00166f40, memcpy_thunk
FUN_00166f40, malloc_thunk
FUN_00166fe0, FUN_00166f00
FUN_00166fe0, FUN_00166f40
FUN_00166fe0, malloc_thunk
FUN_00166fe0, FUN_00166f10
FUN_00167270, FUN_00167260
FUN_00167270, FUN_001671c0
FUN_00167270, FUN_001671d0
FUN_00167270, FUN_00136850
FUN_00167270, FUN_00167210
FUN_00167340, fread_thunk
FUN_00167770, memcpy_thunk
FUN_00167770, fread_thunk
FUN_00167a80, memcpy_thunk
FUN_00167a80, fread_thunk
FUN_00167d90, FUN_00167a80
FUN_00167d90, fread_thunk
FUN_00167d90, FUN_00167770
FUN_00167d90, FUN_00167340
FUN_00167d90, feof_thunk
FUN_00167ec0, FUN_00167d90
FUN_00167ec0, FUN_00167a80
FUN_00167ec0, fread_thunk
FUN_00167ec0, FUN_00167770
FUN_00167ec0, _IO_getc_thunk
FUN_00167ec0, __stack_chk_fail_thunk
FUN_00167ec0, __fread_chk_thunk
FUN_00167ec0, FUN_00167340
FUN_00168a70, FUN_00167330
FUN_00168a70, FUN_00167ec0
FUN_00168ac0, fread_thunk
FUN_00168b50, fread_thunk
FUN_00168d60, fread_thunk
FUN_00168fb0, fread_thunk
FUN_001691f0, fread_thunk
FUN_00169540, fread_thunk
FUN_00169590, fread_thunk
FUN_00169650, fread_thunk
FUN_00169820, _IO_getc_thunk
FUN_00169950, FUN_00169820
FUN_00169d00, FUN_00169820
FUN_00169ff0, FUN_00169820
FUN_0016a230, FUN_00169820
FUN_0016a470, FUN_00169820
FUN_0016a4e0, FUN_00168fb0
FUN_0016a4e0, memset_thunk
FUN_0016a4e0, FUN_00169950
FUN_0016a4e0, FUN_00169540
FUN_0016a4e0, FUN_00168b50
FUN_0016a4e0, FUN_00169590
FUN_0016a4e0, FUN_00169650
FUN_0016a4e0, FUN_001691f0
FUN_0016a4e0, FUN_00169ff0
FUN_0016a4e0, FUN_00169820
FUN_0016a4e0, FUN_0016a470
FUN_0016a4e0, FUN_00168ac0
FUN_0016a4e0, FUN_00168d60
FUN_0016a4e0, _IO_getc_thunk
FUN_0016a4e0, FUN_00169d00
FUN_0016a4e0, FUN_0016a230
FUN_0016ab60, FUN_0016a4e0
FUN_0016ab60, FUN_00168ab0
FUN_0016ab90, memset_thunk
FUN_0016ab90, memcpy_thunk
FUN_0016ab90, fwrite_thunk
FUN_0016add0, memset_thunk
FUN_0016add0, memcpy_thunk
FUN_0016add0, fwrite_thunk
FUN_0016ae80, _IO_putc_thunk
FUN_0016ae80, __stack_chk_fail_thunk
FUN_0016ae80, fwrite_thunk
FUN_0016b1d0, _IO_putc_thunk
FUN_0016b1d0, __stack_chk_fail_thunk
FUN_0016b1d0, fwrite_thunk
FUN_0016b5d0, ferror_thunk
FUN_0016b5d0, FUN_0016ae80
FUN_0016b5d0, FUN_0016b1d0
FUN_0016b5d0, fflush_thunk
FUN_0016b5d0, fwrite_thunk
FUN_0016b710, FUN_0016ae80
FUN_0016b710, FUN_0016b1d0
FUN_0016b740, FUN_0016ab90
FUN_0016b740, FUN_0016b5d0
FUN_0016b740, FUN_0016add0
FUN_0016b740, FUN_00136eb0
FUN_0016b740, FUN_0016b710
FUN_0016b990, fwrite_thunk
FUN_0016b9b0, fwrite_thunk
FUN_0016ba30, fwrite_thunk
FUN_0016baa0, fwrite_thunk
FUN_0016bb70, fwrite_thunk
FUN_0016bc10, memcpy_thunk
FUN_0016bc10, fwrite_thunk
FUN_0016bc40, ferror_thunk
FUN_0016bc40, fflush_thunk
FUN_0016bc90, __fprintf_chk_thunk
FUN_0016bd50, FUN_0016bc90
FUN_0016bd50, FUN_0016bb70
FUN_0016bd50, FUN_0016bc10
FUN_0016bd50, FUN_0016bc40
FUN_0016bd50, FUN_0016ba30
FUN_0016bd50, FUN_0016baa0
FUN_0016bd50, FUN_0016b9b0
FUN_0016bd50, FUN_00136eb0
FUN_0016bd50, FUN_0016b990
FUN_0016bd50, FUN_0016b950
tjCompress2, string::tjCompress2(): Instance has not been initialized for compressionnvalid argument
tjDecompressToYUVPlanes, string::tjDecompressToYUVPlanes(): Memory allocation failure
FUN_0014a3f0, string::JPEGMEM
tjTransform, string::JSIMD_FORCESSE=1
tjLoadImage, string::tjLoadImage(): Memory allocation failure
tjTransform, string::JSIMD_FORCESSE2=1
tjCompress2, string::JSIMD_FORCESSE2=1
tjDecompressToYUVPlanes, string::JSIMD_FORCESSE2=1
tjLoadImage, string::tjLoadImage(): Could not initialize bitmap loader
FUN_0014e450, string::TJ_OPTIMIZE
tjTransform, string::JSIMD_FORCEMMX=1
tjDecompress2, string::JSIMD_FORCESSE=1
tjEncodeYUVPlanes, string::JSIMD_FORCESSE2=1
tjDecompress2, string::JSIMD_FORCESSE2=1
FUN_0014e450, string::TJ_ARITHMETIC
tjCompressFromYUVPlanes, string::tjCompressFromYUVPlanes(): Memory allocation failure
tjDecompressToYUVPlanes, string::JSIMD_FORCEMMX=1
FUN_0014e450, string::TJ_RESTART
tjDecompressToYUVPlanes, string::JSIMD_FORCESSE=1
tjCompress2, string::tjCompress2(): Instance has not been initialized for compressionnvalid argument
FUN_0016bc90, string::P6 %ld %ld %d
FUN_0016bc90, string::P5 %ld %ld %d
FUN_0014e450, string::TJ_PROGRESSIVE
FUN_0014a3f0, string::%ld%c
tjCompress2, string::tjCompress2(): Memory allocationtjEncodeYUVPlanes(): Instance has not been initialized for comprs(): Invalid args(): Cannot generate YUV images from CMYK pixelss(): libjpeg API is in the wrongs(): Memory allotjEncodeYUV3(): tjCompressFromYUVPlanes(): Instance has not been initialized forVPlanes(): InvalVPlanes(): Memory allocation faiV(): Invalid hanV(): Invalid argtjInitDecompress(): Memory alloctjDecompressHeader3(): Instance has not been initialized for decer3(): Invalid aer3(): Could not determine subsampling type for  determine colorspace of JPEG imer3(): Invalid data returned in tjGetScalingFactors(): Invalid atjDecompress2(): Instance has not been initialized for decompres Could not scale down to desired image dimension Memory allocatitjDecodeYUVPlanealized for decoms(): Cannot decode YUV images into CMYK pixels.
tjLoadImage, string::tjLoadImage(): Could not read input file
tjLoadImage, string::%s %s
tjDecompress2, string::JSIMD_FORCEMMX=1
tjTransform, string::To crop this JPEG image, x must be a multiple of %d and y must be a multiple of %d.
FUN_0013e0f0, string::Bogus message code %d
FUN_0014eb60, string::Progressive JPEG image has more than 500 scans
tjEncodeYUVPlanes, string::JSIMD_FORCEMMX=1
FUN_0011f0b0, string::libjpeg-turbo version 2.1.2 (build 20220209)
tjDecodeYUVPlanes, string::JSIMD_FORCESSE2=1
tjSaveImage, string::tjSaveImage(): Cannot open output file
tjCompressFromYUVPlanes, string::JSIMD_FORCEMMX=1
tjCompressFromYUVPlanes, string::JSIMD_FORCESSE=1
tjDecodeYUVPlanes, string::JSIMD_FORCEMMX=1
tjSaveImage, string::%s %s
tjEncodeYUVPlanes, string::JSIMD_FORCESSE=1
tjLoadImage, string::tjLoadImage(): Cannot open input file
tjCompressFromYUVPlanes, string::JSIMD_FORCESSE2=1
tjDecodeYUVPlanes, string::JSIMD_FORCESSE=1
tjCompress2, string::JSIMD_FORCEMMX=1
tjCompress2, string::JSIMD_FORCESSE=1
