_DT_INIT, __gmon_start___thunk
FUN_00152b10, FUN_00151d80
FUN_00152b10, FUN_001520e0
FUN_00152b10, FUN_001537e0
FUN_00152b10, FUN_001534d0
FUN_00152b10, FUN_001530f0
FUN_00152b10, FUN_00152320
FUN_00152b10, FUN_00153a00
FUN_001530f0, FUN_00152a10
FUN_001534d0, FUN_00152a10
FUN_001537e0, FUN_00152a10
FUN_00153a00, FUN_00152a10
FUN_00153c40, FUN_00152a10
FUN_00153cb0, FUN_00152b10
FUN_00153cb0, FUN_00151d70
FUN_00153ce0, fwrite_thunk
FUN_00153ce0, memset_thunk
FUN_00153ce0, memcpy_thunk
FUN_00153f40, memset_thunk
FUN_00153f40, fwrite_thunk
FUN_00153f40, memcpy_thunk
FUN_00153fe0, fwrite_thunk
FUN_00153fe0, _IO_putc_thunk
FUN_00153fe0, __stack_chk_fail_thunk
FUN_00154420, fwrite_thunk
FUN_00154420, _IO_putc_thunk
FUN_00154420, __stack_chk_fail_thunk
FUN_00154770, fflush_thunk
FUN_00154770, FUN_00154420
FUN_00154770, ferror_thunk
FUN_00154770, FUN_00153fe0
FUN_00154770, _IO_putc_thunk
FUN_001548a0, FUN_00154420
FUN_001548a0, FUN_00153fe0
FUN_001548d0, FUN_0012c110
FUN_001548d0, FUN_00154770
FUN_001548d0, FUN_00153f40
FUN_001548d0, FUN_001548a0
FUN_001548d0, FUN_00153ce0
FUN_00154b80, fwrite_thunk
FUN_00154ba0, fwrite_thunk
FUN_00154c20, fwrite_thunk
FUN_00154c90, fwrite_thunk
FUN_00154d50, fwrite_thunk
FUN_00154df0, fwrite_thunk
FUN_00154df0, memcpy_thunk
FUN_00154e20, fprintf_thunk
FUN_00154ef0, fflush_thunk
FUN_00154ef0, ferror_thunk
FUN_00154f40, FUN_00154ef0
FUN_00154f40, FUN_0012c110
FUN_00154f40, FUN_00154c90
FUN_00154f40, FUN_00154b40
FUN_00154f40, FUN_00154d50
FUN_00154f40, FUN_00154df0
FUN_00154f40, FUN_00154c20
FUN_00154f40, FUN_00154b80
FUN_00154f40, FUN_00154e20
FUN_00154f40, FUN_00154ba0
FUN_00167b80, FUN_001550a0
FUN_00167b80, getenv_thunk
FUN_00167c30, FUN_00167b80
FUN_00167c90, FUN_00167b80
FUN_00167cf0, FUN_00167b80
FUN_00167fe0, FUN_00167b80
FUN_00168020, FUN_00167b80
FUN_001680c0, FUN_00167b80
FUN_00168100, FUN_00167b80
FUN_001681a0, FUN_00167b80
FUN_00168200, FUN_00167b80
FUN_001682c0, FUN_00167b80
FUN_00168320, FUN_00167b80
FUN_00168450, FUN_00164e40
FUN_00168450, FUN_0015b340
FUN_00168520, FUN_00167b80
FUN_00168560, FUN_00167b80
thunk_FUN_0015fa20_thunk, FUN_0015fa20
FUN_001685d0, FUN_00167b80
FUN_00168630, FUN_00167b80
FUN_00168670, FUN_00167b80
thunk_FUN_0015d620_thunk, FUN_0015d620
thunk_FUN_00155120_thunk, FUN_00155120
FUN_001686f0, FUN_00167b80
FUN_00168730, FUN_00167b80
thunk_FUN_0015fae0_thunk, FUN_0015fae0
FUN_001687a0, FUN_00167b80
FUN_001687e0, FUN_00167b80
FUN_00168860, FUN_00167b80
FUN_001688c0, FUN_00167b80
FUN_00168900, FUN_00167b80
FUN_001689b0, FUN_00167b80
thunk_FUN_001585e0_thunk, FUN_001585e0
FUN_00168a10, FUN_00167b80
thunk_FUN_00158ea0_thunk, FUN_00158ea0
FUN_00168a60, FUN_00167b80
thunk_FUN_00159360_thunk, FUN_00159360
tjLoadImage, string::%s %s
FUN_00141bd0, string::TJ_OPTIMIZE
FUN_00167b80, string::JSIMD_NOHUFFENC
FUN_00116330, string::libjpeg-turbo version 2.0.4 (build 20200904)
tjTransform, string::No error
tjTransform, string::No error
tjSaveImage, string::tjSaveImage(): Could not initialize bitmap writer
tjLoadImage, string::tjLoadImage(): Could not read input file
tjDecompressToYUV2, string::No error
tjCompress2, string::JSIMD_FORCESSE2=1
tjLoadImage, string::No error
tjDecompress2, string::JSIMD_FORCESSE=1
tjDecompressHeader3, string::No error
tjDestroy, string::No error
tjDecompressHeader3, string::No error
tjDecompressToYUV2, string::No error
tjDecompressHeader3, string::No error
tjLoadImage, string::No error
tjDecompress2, string::JSIMD_FORCESSE2=1
tjDecompressToYUVPlanes, string::JSIMD_FORCEMMX=1
tjDecodeYUV, string::No error
tjDecompressToYUVPlanes, string::JSIMD_FORCESSE=1
tjDecodeYUVPlanes, string::No error
FUN_00141a30, string::No error
tjDecodeYUVPlanes, string::No error
tjSaveImage, string::No error
FUN_00141bd0, string::TJ_ARITHMETIC
TJBUFSIZE, string::No error
tjEncodeYUVPlanes, string::JSIMD_FORCESSE=1
FUN_00141bd0, string::TJ_RESTART
FUN_0013d740, string::%ld%c
tjDecodeYUVPlanes, string::JSIMD_FORCESSE2=1
tjEncodeYUV3, string::No error
tjDecodeYUVPlanes, string::No error
tjLoadImage, string::No error
tjCompressFromYUV, string::No error
tjLoadImage, string::tjLoadImage(): Could not initialize bitmap loader
tjEncodeYUVPlanes, string::No error
tjTransform, string::JSIMD_FORCESSE=1
tjTransform, string::No error
tjLoadImage, string::tjLoadImage(): Memory allocation failure
tjLoadImage, string::No error
tjCompressFromYUVPlanes, string::JSIMD_FORCEMMX=1
FUN_00154e20, string::P6 %ld %ld %d
tjBufSizeYUV2, string::No error
tjGetScalingFactors, string::No error
tjDecompress2, string::No error
tjDecodeYUVPlanes, string::No error
tjEncodeYUVPlanes, string::No error
FUN_00141bd0, string::TJ_PROGRESSIVE
tjTransform, string::No error
tjDecompressToYUVPlanes, string::No error
FUN_00154e20, string::P5 %ld %ld %d
tjDecompressHeader3, string::No error
tjInitCompress, string::No error
tjCompressFromYUVPlanes, string::No error
tjDecodeYUVPlanes, string::JSIMD_FORCESSE=1
tjCompress2, string::No error
tjPlaneWidth, string::No error
tjCompress2, string::No error
tjEncodeYUVPlanes, string::No error
tjCompressFromYUVPlanes, string::No error
tjDecompressToYUVPlanes, string::No error
tjDecompressToYUVPlanes, string::No error
tjInitTransform, string::No error
tjCompressFromYUVPlanes, string::JSIMD_FORCESSE=1
tjTransform, string::No error
tjGetErrorStr2, string::No error
tjSaveImage, string::No error
tjCompressFromYUVPlanes, string::JSIMD_FORCESSE2=1
tjInitDecompress, string::No error
tjDecodeYUVPlanes, string::JSIMD_FORCEMMX=1
tjTransform, string::JSIMD_FORCESSE2=1
tjCompress2, string::No error
tjLoadImage, string::No error
tjEncodeYUVPlanes, string::JSIMD_FORCEMMX=1
tjPlaneSizeYUV, string::No error
tjGetErrorStr, string::No error
tjDecodeYUVPlanes, string::No error
tjDecompressToYUVPlanes, string::No error
tjBufSize, string::No error
tjDecompressToYUV2, string::No error
tjTransform, string::No error
FUN_00132f40, string::Bogus message code %d
tjCompressFromYUVPlanes, string::No error
tjDecompressToYUVPlanes, string::No error
tjDecompressHeader3, string::No error
FUN_0013d740, string::JPEGMEM
tjPlaneHeight, string::No error
tjTransform, string::No error
tjDecompress2, string::No error
FUN_00167b80, string::JSIMD_FORCESSE2
tjSaveImage, string::tjSaveImage(): Cannot open output file
tjDecompress2, string::No error
tjDecompressToYUVPlanes, string::No error
tjLoadImage, string::No error
tjSaveImage, string::No error
tjEncodeYUVPlanes, string::No error
tjDecodeYUV, string::No error
tjSaveImage, string::%s %s
tjCompress2, string::JSIMD_FORCEMMX=1
tjDecompressToYUV2, string::No error
tjDecompressToYUVPlanes, string::JSIMD_FORCESSE2=1
tjLoadImage, string::tjLoadImage(): Cannot open input file
FUN_00167b80, string::JSIMD_FORCEAVX2
tjEncodeYUVPlanes, string::No error
tjEncodeYUVPlanes, string::JSIMD_FORCESSE2=1
tjLoadImage, string::No error
tjLoadImage, string::%s %s
tjDecompressToYUVPlanes, string::No error
tjTransform, string::To crop this JPEG image, x must be a multiple of %d and y must be a multiple of %d.
tjDecompress2, string::No error
tjDecompress2, string::No error
tjCompress2, string::JSIMD_FORCESSE=1
FUN_00167b80, string::JSIMD_FORCENONE
tjCompressFromYUVPlanes, string::No error
tjCompress2, string::No error
tjDecompressHeader3, string::No error
tjTransform, string::JSIMD_FORCEMMX=1
tjCompressFromYUV, string::No error
tjSaveImage, string::No error
tjDecompress2, string::JSIMD_FORCEMMX=1
tjEncodeYUVPlanes, string::No error
tjCompressFromYUVPlanes, string::No error
tjEncodeYUV3, string::No error
tjDecompressToYUVPlanes, string::No error
